00601,18.165273,-66.722583,Adjuntas,PR
00602,18.393103,-67.180953,Aguada,PR
00603,18.455913,-67.14578,Aguadilla,PR
00604,18.49352,-67.135883,Aguadilla,PR
00605,18.465162,-67.141486,Aguadilla,PR
00606,18.172947,-66.944111,Maricao,PR
00610,18.288685,-67.139696,Anasco,PR
00611,18.279531,-66.80217,Angeles,PR
00612,18.450674,-66.698262,Arecibo,PR
00613,18.458093,-66.732732,Arecibo,PR
00614,18.429675,-66.674506,Arecibo,PR
00616,18.444792,-66.640678,Bajadero,PR
00617,18.447092,-66.544255,Barceloneta,PR
00622,17.998531,-67.187318,Boqueron,PR
00623,18.062201,-67.149541,Cabo Rojo,PR
00624,18.023535,-66.726156,Penuelas,PR
00627,18.477891,-66.85477,Camuy,PR
00631,18.269187,-66.864993,Castaner,PR
00636,18.113284,-67.039706,Rosario,PR
00637,18.087322,-66.934911,Sabana Grande,PR
00638,18.33616,-66.472087,Ciales,PR
00641,18.250027,-66.698957,Utuado,PR
00646,18.43606,-66.281954,Dorado,PR
00647,17.969594,-66.939754,Ensenada,PR
00650,18.360125,-66.562311,Florida,PR
00652,18.457254,-66.603358,Garrochales,PR
00653,17.972468,-66.898661,Guanica,PR
00656,18.02328,-66.786909,Guayanilla,PR
00659,18.481391,-66.808696,Hatillo,PR
00660,18.145486,-67.135323,Hormigueros,PR
00662,18.480285,-67.028155,Isabela,PR
00664,18.217606,-66.598306,Jayuya,PR
00667,18.015099,-67.055973,Lajas,PR
00669,18.295952,-66.881925,Lares,PR
00670,18.252135,-66.990967,Las Marias,PR
00674,18.44553,-66.490268,Manati,PR
00676,18.383727,-67.080799,Moca,PR
00677,18.335781,-67.252547,Rincon,PR
00678,18.45303,-66.933689,Quebradillas,PR
00680,18.219023,-67.508068,Mayaguez,PR
00681,18.219023,-67.508068,Mayaguez,PR
00682,18.219023,-67.508068,Mayaguez,PR
00683,18.113284,-67.039706,San German,PR
00685,18.3236,-66.972227,San Sebastian,PR
00687,18.316976,-66.415207,Morovis,PR
00688,18.429675,-66.674506,Sabana Hoyos,PR
00690,18.476196,-67.139597,San Antonio,PR
00692,18.435818,-66.338523,Vega Alta,PR
00693,18.443109,-66.398302,Vega Baja,PR
00694,18.443109,-66.398302,Vega Baja,PR
00698,18.06104,-66.861164,Yauco,PR
00703,18.250398,-66.12845,Aguas Buenas,PR
00704,17.99229,-66.139253,Aguirre,PR
00705,18.128092,-66.268717,Aibonito,PR
00707,18.007014,-65.898719,Maunabo,PR
00714,17.96751,-66.04138,Arroyo,PR
00715,18.011854,-66.563721,Mercedita,PR
00716,18.001995,-66.607429,Ponce,PR
00717,18.001995,-66.607429,Ponce,PR
00718,18.22139,-65.77831,Naguabo,PR
00719,18.298017,-66.229751,Naranjito,PR
00720,18.226862,-66.39402,Orocovis,PR
00721,18.364161,-65.778288,Palmer,PR
00723,18.009994,-66.010572,Patillas,PR
00725,18.212965,-66.058033,Caguas,PR
00726,18.212965,-66.058033,Caguas,PR
00727,18.212965,-66.058033,Caguas,PR
00728,18.001995,-66.607429,Ponce,PR
00729,18.333093,-65.883864,Canovanas,PR
00730,18.001995,-66.607429,Ponce,PR
00731,18.03831,-66.626344,Ponce,PR
00732,18.021781,-66.613742,Ponce,PR
00733,18.019331,-66.619165,Ponce,PR
00734,17.999499,-66.643934,Ponce,PR
00735,18.264872,-65.594769,Ceiba,PR
00736,18.102967,-66.139274,Cayey,PR
00737,18.102967,-66.139274,Cayey,PR
00738,18.359381,-65.611361,Fajardo,PR
00739,18.181469,-66.169519,Cidra,PR
00740,18.331958,-65.63878,Puerto Real,PR
00741,18.162156,-65.753485,Punta Santiago,PR
00742,18.264872,-65.594769,Roosevelt Roads,PR
00744,18.206329,-65.743058,Rio Blanco,PR
00745,18.367347,-65.816583,Rio Grande,PR
00751,17.99852,-66.264825,Salinas,PR
00754,18.187584,-65.962389,San Lorenzo,PR
00757,17.991233,-66.395543,Santa Isabel,PR
00765,18.123347,-65.460356,Vieques,PR
00766,18.120519,-66.496607,Villalba,PR
00767,18.045522,-65.886988,Yabucoa,PR
00769,18.095992,-66.35081,Coamo,PR
00771,18.196576,-65.87197,Las Piedras,PR
00772,18.447406,-65.899357,Loiza,PR
00773,18.366027,-65.708138,Luquillo,PR
00775,18.323736,-65.296467,Culebra,PR
00777,18.206489,-65.901774,Juncos,PR
00778,18.259092,-65.974641,Gurabo,PR
00780,18.001995,-66.607429,Coto Laurel,PR
00782,18.224958,-66.219885,Comerio,PR
00783,18.304369,-66.330525,Corozal,PR
00784,17.99229,-66.139253,Guayama,PR
00785,18.018822,-66.795603,Guayama,PR
00786,18.128092,-66.268717,La Plata,PR
00791,18.138029,-65.788499,Humacao,PR
00792,18.138029,-65.788499,Humacao,PR
00794,18.200898,-66.307236,Barranquitas,PR
00795,17.997367,-66.493218,Juana Diaz,PR
00801,18.322285,-64.963715,St Thomas,VI
00802,18.322285,-64.963715,St Thomas,VI
00803,18.322285,-64.963715,St Thomas,VI
00804,18.322285,-64.963715,St Thomas,VI
00805,18.322285,-64.963715,St Thomas,VI
00820,17.734211,-64.734694,Christiansted,VI
00821,17.734211,-64.734694,Christiansted,VI
00822,17.734211,-64.734694,Christiansted,VI
00823,17.734211,-64.734694,Christiansted,VI
00824,17.734211,-64.734694,Christiansted,VI
00830,18.32816,-64.740737,St John,VI
00831,18.32816,-64.740737,St John,VI
00840,17.734211,-64.734694,Frederiksted,VI
00841,17.734211,-64.734694,Frederiksted,VI
00850,17.734211,-64.734694,Kingshill,VI
00851,17.734211,-64.734694,Kingshill,VI
00901,18.465901,-66.103568,San Juan,PR
00902,18.410462,-66.060533,San Juan,PR
00906,18.410462,-66.060533,San Juan,PR
00907,18.451647,-66.077003,San Juan,PR
00908,18.410462,-66.060533,San Juan,PR
00909,18.443384,-66.068133,San Juan,PR
00910,18.410462,-66.060533,San Juan,PR
00911,18.450828,-66.057859,San Juan,PR
00912,18.444187,-66.059859,San Juan,PR
00913,18.450735,-66.043352,San Juan,PR
00914,18.410462,-66.060533,San Juan,PR
00915,18.437896,-66.048087,San Juan,PR
00916,18.410462,-66.060533,San Juan,PR
00917,18.422018,-66.050602,San Juan,PR
00918,18.419069,-66.062319,San Juan,PR
00919,18.410462,-66.060533,San Juan,PR
00920,18.406808,-66.091885,San Juan,PR
00921,18.390429,-66.066124,San Juan,PR
00922,18.410462,-66.060533,San Juan,PR
00923,18.410775,-66.036708,San Juan,PR
00924,18.396392,-66.01146,San Juan,PR
00925,18.401055,-66.049773,San Juan,PR
00926,18.369376,-66.062804,San Juan,PR
00927,18.385174,-66.071959,San Juan,PR
00928,18.410462,-66.060533,San Juan,PR
00929,18.410462,-66.060533,San Juan,PR
00930,18.410462,-66.060533,San Juan,PR
00931,18.410462,-66.060533,San Juan,PR
00933,18.410462,-66.060533,San Juan,PR
00934,18.34487,-66.166014,Fort Buchanan,PR
